14	2026-09-23T20:41:05.654848069-0400	10.230.178.196	5353	224.0.0.251	5353	0x0000	0	1	10.230.178.196	fe80::23ea:2a4b:49ad:e2bb	60,60,60,60,60
15	2026-09-23T20:41:05.655253158-0400		5353		5353	0x0000	0	1	10.230.178.196	fe80::23ea:2a4b:49ad:e2bb	60,60,60,60,60
